,Facet S3: Other-orientation,,,,"Definition: Other-orientation refers to the extent to which individuals prioritize the needs, interests, and welfare of others in their decision-making and behaviors. Individuals with high other-orientation are characterized by their attentiveness to how their actions affect their colleagues and the broader group. They may prioritize the goals and well-being of the group or organization over their personal gains. Other-orientation is essentially about being socially considerate and cooperative, focusing on collective over individual success, and is often associated with traits like empathy, altruism, and prosocial behavior. High score on other-orientation refers to the extent to which an individual tends to consider the needs, interests, and welfare of others in their decisions and behaviors. Those high in other-orientation are attentive to the impacts of their actions on colleagues and the broader group, and they may prioritize group goals over personal benefits​. In contrast, individuals with low other-orientation are less concerned with the effects of their actions on others. They are less likely to factor in the well-being or interests of their peers or the group outcomes in their decision-making processes​."
,,,Question:,At work I am concerned about the needs and interests of others such as my colleagues.,
,,,Question:,At work the goals and aspirations of colleagues are important to me.,
,,,Question:,At work I consider others’ wishes and desires to be relevant.,
,"Facet S4: Creditor ideology (""Giver"")",,,,"Definition: Creditor ideology reflects a belief in the strategic advantage of over-reciprocating help received. Individuals who score high to the creditor ideology tend to return more help than they have received, anticipating that this will obligate others to them and lead to more generous repayments in the future. In contrast, those with a low creditor ideology do not emphasize over-reciprocating. They may adhere more strictly to an equal exchange of help or may not believe in the strategic benefits of placing others in their debt. They tend to reciprocate only as much help as they have received, without attempting to manipulate future reciprocation."
,,,Question:,"If someone does something for you, you should do something of greater value for them.",
,,,Question:,"If someone does you a favor, you should do even more in return.",
,,,Question:,"If someone goes out of their way to help me, I feel as though I should do more for them than merely return the favor.",
Dimension W: Work Goal Orientation,,,,,"Definition: Work goal orientations refer to the attitudes and predispositions individuals hold regarding the purpose and outcomes of their efforts and achievements at work. These orientations influence how individuals approach tasks, set goals, and respond to challenges and feedback in the workplace."
,Facet W1: Learning orientation,,,,"Definition: Learning orientation focuses on developing competence through acquiring new skills and mastering new situations. It is characterized by a desire to improve one’s abilities and an understanding that effort leads to mastery over time. Individuals who score high on learning orientation tend to seek out challenging tasks that enhance their knowledge and skills. They view errors and mistakes as opportunities for learning and growth, showing resilience in the face of setbacks. In contrast, individuals who score low in learning orientation may avoid tasks that require new skills or unfamiliar responsibilities. They tend to stick with what they know to avoid the risk of failure or displaying. incompetence."
,,,Question:,I am willing to select a challenging work assignment that I can learn a lot from.,
,,,Question:,I often look for opportunities to develop new skills and knowledge.,
,,,Question:,I enjoy challenging and difficult tasks at work where I’ll learn new skills. ,
,,,Question:,"For me, development of my work ability is important enough to take risks",
,Facet W2: Performance orientation,,,,"Definition: Performance orientation refers to seeking to prove one’s competence and gain favorable judgments from others. Individuals who score high on performance orientation are driven to demonstrate their abilities and are motivated to excel in tasks where they can showcase their skills. They thrive on recognition and positive feedback from others. In contrast, individuals who score low in performance orientation may not seek out opportunities to demonstrate their abilities prominently. They might prefer roles that do not require constant performance evaluation."
,,,Question:,I prefer to work in situations that require a high level of ability and talent. ,
,,,Question:,I’m concerned with showing that I can perform better than my co-workers.  ,
,,,Question:,I try to figure out what it takes to prove my ability to others at work. ,
,,,Question:,I enjoy it when others at work are aware of how well I am doing. ,
,Facet W3: Avoidance orientation,,,,"Definition: Avoidance orientation is focused on avoiding situations that might lead to unfavorable judgments about one’s competence. Individuals with high avoidance orientation are primarily concerned with avoiding criticism and negative assessments of their abilities. They may avoid challenging tasks or situations where their skills could be negatively judged. Individuals with low avoidance orientation are less concerned with the risk of negative evaluation and more willing to take on challenges, regardless of the potential for negative feedback."
,,,Question:,I would avoid taking on a new task if there was a chance that I would appear rather incompetent to others,
,,,Question:,Avoiding a show of low ability is more important to me than learning a new skill. ,
,,,Question:,I’m concerned about taking on a new task at work if my performance would reveal that I had low ability. ,
,,,Question:,I prefer to avoid situations at work where I might perform poorly. ,
Dimension E: Entrepreneurial Orientation,,,,,"Definition: Entrepreneurial orientation refers to the behaviors and attitudes of individuals, particularly within the context of their work environment or career pursuits. Entrepreneurial orientation represents a personal inclination towards entrepreneurial behaviors that can manifest in various settings, including within organizations, in personal businesses, or in broader life decisions. Individuals with a strong entrepreneurial orientation are often proactive, innovative, and ready to face challenges independently, characteristics that empower them to initiate change and pursue new opportunities actively. "
,Facet E1: Autonomy,,,,"Definition: Autonomy reflects a person's preference for self-direction and independence in their work. It involves the desire and ability to make decisions without excessive external influence or control, fostering a sense of ownership and responsibility towards one's own projects and tasks."
,,,Question:,I prefer working in an environment where individuals and teams are supported in working autonomously.,
,,,Question:,I believe that I achieve the best results when I can decide for myself what business opportunities to pursue.,
,,,Question:,I prefer to pursue business opportunities and make decisions on my own or with my team without constantly referring to supervisors.,
,,,Question:,I prefer working in an environment where supervisors and the top management team play a major role in identifying and selecting the entrepreneurial opportunities our organization pursues ®,
,Facet E2: Risk Taking,,,,
,,,Question:,I have a strong preference for low-risk projects.  (R),"Definition: Risk taking captures an individual's propensity to engage in actions that have uncertain outcomes. It includes the willingness to take calculated risks in pursuit of career advancement, innovation, and personal or professional growth, even when such actions might lead to failure or setbacks."
,,,Question:,"I believe that, owing to the nature of the environment, it is best to explore the environment gradually via careful, incremental behavior .(R)",
,,,Question:,"When confronted with decision-making situations involving uncertainty, I typically adopt a cautious, “wait-and-see” posture in order to minimize the probability of making costly decisions. (R)",
,,,Question:,I prefer to study a problem thoroughly before deploying resources to solve it.  (R),
,Facet E3: Innovativeness,,,,"Definition: Innovativeness refers to an individual's inclination to think creatively and outside the conventional frameworks. It involves the pursuit of new ideas, the application of creative solutions to problems, and the readiness to embrace change and technological advancements to improve one's work or personal achievements."
,,,Question:,"In general, I favor a strong emphasis on the marketing of tried and true products and services as compared with an emphasis on R&D technological leadership, and innovations. (R)",
,,,Question:,I favor experimentation and original approaches to problem solving rather than imitating methods that other organizations have used for solving their problems.,
,,,Question:,I prefer that our organization designs its own unique new processes and methods of productions rather than adapting methods and techniques that others have developed and proven. ,
,,,,,
Dimension C: Cognitive Style,,,,,"Definition: Cognitive style is the individual way a person perceives, thinks, learns, solves problems, and relates to others. Individual differences in cognitive styles influence perception, learning, problem solving, decision making, communication, and creativity in important ways. Cognitive style is the way people process and organize information and arrive at judgments or conclusions on the basis of their observations. Cognitive style is also define a defined as the way people perceive stimuli and how they use this information to guide their behavior (i.e., thinking, feeling, actions)."
,Facet C1: Knowing style,,,,"Definition: People with a knowing style look for facts and data. They want to know exactly the way things are and tend to retain many facts and details. They like complex problems if they can find a clear and rational solution. People with a high score on knowing style emphasizes logic, objectivity, and precision."
,,,Question:,I want to have a full understanding of all problems.,
,,,Question:,I like to analyze problems.,
,,,Question:,I make detailed analyses.,
,,,Question:,I study each problem until I understand the underlying logic.,
,Facet C2: Planning style,,,,"Definition: People with a planning style are characterized by a need for structure. Planners like to organize and control and prefer a well-structured work environment. They attach importance to preparation and planning to reach their objectives. People with a high score on planning style emphasizes structure, control, and routines."
,,,Question:,I prefer clear structures to do my job.,
,,,Question:,Developing a clear plan is very important to me.,
,,,Question:,"I make definite engagements, and I follow up meticulously.",
,,,Question:,A good task is a well-prepared task.,
,Facet C3: Creating style,,,,"Definition: People with a creating style tend to be creative and like experimentation. They see problems as opportunities and challenges, and they like uncertainty and freedom. People with a high score on a creating style emphasizes subjectivity, impulsivity, and openness to possibilities."
,,,Question:,I like to contribute to innovative solutions.,
,,,Question:,New ideas attract me more than existing solutions.,
,,,Question:,I like much variety in my life.,
,,,Question:,I like to extend boundaries.,
